index,predicted_mean
2023-05-05,86.83548388740383
2023-05-06,86.83548388740383
2023-05-07,86.83548388740381
2023-05-08,86.83548388740381
2023-05-09,86.83548388740381
2023-05-10,86.83548388740381
2023-05-11,86.83548388740383
2023-05-12,86.83548388740383
2023-05-13,86.83548388740383
2023-05-14,86.83548388740384
2023-05-15,86.83548388740384
2023-05-16,86.83548388740384
2023-05-17,86.83548388740383
2023-05-18,86.83548388740383
2023-05-19,86.83548388740383
2023-05-20,86.83548388740381
2023-05-21,86.83548388740381
2023-05-22,86.83548388740381
2023-05-23,86.83548388740383
2023-05-24,86.83548388740383
2023-05-25,86.83548388740383
2023-05-26,86.83548388740383
2023-05-27,86.83548388740384
2023-05-28,86.83548388740383
2023-05-29,86.83548388740383
2023-05-30,86.83548388740383
2023-05-31,86.83548388740383
2023-06-01,86.83548388740383
2023-06-02,86.83548388740383
2023-06-03,86.83548388740383
2023-06-04,86.83548388740383
2023-06-05,86.83548388740383
2023-06-06,86.83548388740383
2023-06-07,86.83548388740383
2023-06-08,86.83548388740383
2023-06-09,86.83548388740383
2023-06-10,86.83548388740383
2023-06-11,86.83548388740383
2023-06-12,86.83548388740383
2023-06-13,86.83548388740383
2023-06-14,86.83548388740383
2023-06-15,86.83548388740383
2023-06-16,86.83548388740383
2023-06-17,86.83548388740383
2023-06-18,86.83548388740383
2023-06-19,86.83548388740383
2023-06-20,86.83548388740383
2023-06-21,86.83548388740383
2023-06-22,86.83548388740383
2023-06-23,86.83548388740383
2023-06-24,86.83548388740383
2023-06-25,86.83548388740383
2023-06-26,86.83548388740383
2023-06-27,86.83548388740383
2023-06-28,86.83548388740383
2023-06-29,86.83548388740383
2023-06-30,86.83548388740383
2023-07-01,86.83548388740383
2023-07-02,86.83548388740383
2023-07-03,86.83548388740383
2023-07-04,86.83548388740383
2023-07-05,86.83548388740383
2023-07-06,86.83548388740383
2023-07-07,86.83548388740383
2023-07-08,86.83548388740383
2023-07-09,86.83548388740383
2023-07-10,86.83548388740383
2023-07-11,86.83548388740383
2023-07-12,86.83548388740383
2023-07-13,86.83548388740383
2023-07-14,86.83548388740383
2023-07-15,86.83548388740383
2023-07-16,86.83548388740383
2023-07-17,86.83548388740383
2023-07-18,86.83548388740383
2023-07-19,86.83548388740383
2023-07-20,86.83548388740383
2023-07-21,86.83548388740383
2023-07-22,86.83548388740383
2023-07-23,86.83548388740383
2023-07-24,86.83548388740383
2023-07-25,86.83548388740383
2023-07-26,86.83548388740383
2023-07-27,86.83548388740383
2023-07-28,86.83548388740383
2023-07-29,86.83548388740383
2023-07-30,86.83548388740383
2023-07-31,86.83548388740383
2023-08-01,86.83548388740383
2023-08-02,86.83548388740383
2023-08-03,86.83548388740383
2023-08-04,86.83548388740383
2023-08-05,86.83548388740383
2023-08-06,86.83548388740383
2023-08-07,86.83548388740383
2023-08-08,86.83548388740383
2023-08-09,86.83548388740383
2023-08-10,86.83548388740383
2023-08-11,86.83548388740383
2023-08-12,86.83548388740383
2023-08-13,86.83548388740383
2023-08-14,86.83548388740383
2023-08-15,86.83548388740383
2023-08-16,86.83548388740383
2023-08-17,86.83548388740383
2023-08-18,86.83548388740383
2023-08-19,86.83548388740383
2023-08-20,86.83548388740383
2023-08-21,86.83548388740383
2023-08-22,86.83548388740383
2023-08-23,86.83548388740383
2023-08-24,86.83548388740383
2023-08-25,86.83548388740383
2023-08-26,86.83548388740383
2023-08-27,86.83548388740383
2023-08-28,86.83548388740383
2023-08-29,86.83548388740383
2023-08-30,86.83548388740383
2023-08-31,86.83548388740383
2023-09-01,86.83548388740383
2023-09-02,86.83548388740383
2023-09-03,86.83548388740383
2023-09-04,86.83548388740383
2023-09-05,86.83548388740383
2023-09-06,86.83548388740383
2023-09-07,86.83548388740383
2023-09-08,86.83548388740383
2023-09-09,86.83548388740383
2023-09-10,86.83548388740383
2023-09-11,86.83548388740383
2023-09-12,86.83548388740383
2023-09-13,86.83548388740383
2023-09-14,86.83548388740383
2023-09-15,86.83548388740383
2023-09-16,86.83548388740383
2023-09-17,86.83548388740383
2023-09-18,86.83548388740383
2023-09-19,86.83548388740383
2023-09-20,86.83548388740383
2023-09-21,86.83548388740383
2023-09-22,86.83548388740383
2023-09-23,86.83548388740383
