index,predicted_mean
2022-09-02,86.83548388740233
2022-09-03,86.83548388740296
2022-09-04,86.83548388740377
2022-09-05,86.83548388740456
2022-09-06,86.83548388740515
2022-09-07,86.83548388740539
2022-09-08,86.83548388740523
2022-09-09,86.83548388740475
2022-09-10,86.83548388740405
2022-09-11,86.83548388740333
2022-09-12,86.83548388740276
2022-09-13,86.83548388740248
2022-09-14,86.83548388740252
2022-09-15,86.83548388740289
2022-09-16,86.83548388740347
2022-09-17,86.83548388740411
2022-09-18,86.83548388740466
2022-09-19,86.83548388740499
2022-09-20,86.835483887405
2022-09-21,86.83548388740475
2022-09-22,86.83548388740427
2022-09-23,86.8354838874037
2022-09-24,86.83548388740319
2022-09-25,86.83548388740284
2022-09-26,86.83548388740276
2022-09-27,86.83548388740294
2022-09-28,86.83548388740333
2022-09-29,86.83548388740381
2022-09-30,86.83548388740428
2022-10-01,86.83548388740464
2022-10-02,86.83548388740476
2022-10-03,86.83548388740466
2022-10-04,86.83548388740437
2022-10-05,86.83548388740394
2022-10-06,86.83548388740351
2022-10-07,86.83548388740317
2022-10-08,86.83548388740302
2022-10-09,86.83548388740304
2022-10-10,86.83548388740327
2022-10-11,86.83548388740363
2022-10-12,86.83548388740401
2022-10-13,86.83548388740434
2022-10-14,86.83548388740452
2022-10-15,86.83548388740454
2022-10-16,86.83548388740437
2022-10-17,86.83548388740408
2022-10-18,86.83548388740374
2022-10-19,86.83548388740343
2022-10-20,86.83548388740324
2022-10-21,86.83548388740319
2022-10-22,86.8354838874033
2022-10-23,86.83548388740353
2022-10-24,86.83548388740383
2022-10-25,86.83548388740411
2022-10-26,86.83548388740431
2022-10-27,86.8354838874044
2022-10-28,86.83548388740432
2022-10-29,86.83548388740414
2022-10-30,86.83548388740388
2022-10-31,86.83548388740363
2022-11-01,86.83548388740343
2022-11-02,86.83548388740333
2022-11-03,86.83548388740336
2022-11-04,86.8354838874035
2022-11-05,86.83548388740371
2022-11-06,86.83548388740395
2022-11-07,86.83548388740414
2022-11-08,86.83548388740425
2022-11-09,86.83548388740425
2022-11-10,86.83548388740415
2022-11-11,86.83548388740397
2022-11-12,86.83548388740377
2022-11-13,86.83548388740358
2022-11-14,86.83548388740347
2022-11-15,86.83548388740344
2022-11-16,86.83548388740351
2022-11-17,86.83548388740365
2022-11-18,86.83548388740384
2022-11-19,86.83548388740401
2022-11-20,86.83548388740412
2022-11-21,86.83548388740417
2022-11-22,86.83548388740412
2022-11-23,86.83548388740401
2022-11-24,86.83548388740385
2022-11-25,86.8354838874037
2022-11-26,86.83548388740358
2022-11-27,86.83548388740353
2022-11-28,86.83548388740356
2022-11-29,86.83548388740364
2022-11-30,86.83548388740377
2022-12-01,86.8354838874039
2022-12-02,86.83548388740402
2022-12-03,86.83548388740408
2022-12-04,86.83548388740408
2022-12-05,86.83548388740401
2022-12-06,86.83548388740391
2022-12-07,86.83548388740378
2022-12-08,86.83548388740368
2022-12-09,86.83548388740361
2022-12-10,86.8354838874036
2022-12-11,86.83548388740364
2022-12-12,86.83548388740373
2022-12-13,86.83548388740384
2022-12-14,86.83548388740394
2022-12-15,86.83548388740401
2022-12-16,86.83548388740402
2022-12-17,86.835483887404
2022-12-18,86.83548388740394
2022-12-19,86.83548388740384
2022-12-20,86.83548388740375
2022-12-21,86.83548388740368
2022-12-22,86.83548388740364
2022-12-23,86.83548388740365
2022-12-24,86.83548388740371
2022-12-25,86.8354838874038
2022-12-26,86.83548388740388
2022-12-27,86.83548388740394
2022-12-28,86.83548388740398
2022-12-29,86.83548388740398
2022-12-30,86.83548388740394
2022-12-31,86.83548388740387
2023-01-01,86.8354838874038
2023-01-02,86.83548388740374
2023-01-03,86.8354838874037
2023-01-04,86.83548388740368
2023-01-05,86.83548388740371
2023-01-06,86.83548388740377
2023-01-07,86.83548388740384
2023-01-08,86.8354838874039
2023-01-09,86.83548388740394
2023-01-10,86.83548388740395
2023-01-11,86.83548388740392
2023-01-12,86.83548388740388
2023-01-13,86.83548388740383
2023-01-14,86.83548388740378
2023-01-15,86.83548388740374
2023-01-16,86.83548388740371
2023-01-17,86.83548388740373
2023-01-18,86.83548388740375
2023-01-19,86.83548388740381
2023-01-20,86.83548388740385
2023-01-21,86.8354838874039
2023-01-22,86.83548388740392
2023-01-23,86.83548388740391
2023-01-24,86.8354838874039
2023-01-25,86.83548388740385
2023-01-26,86.83548388740381
2023-01-27,86.83548388740377
2023-01-28,86.83548388740374
2023-01-29,86.83548388740374
2023-01-30,86.83548388740375
2023-01-31,86.8354838874038
2023-02-01,86.83548388740383
2023-02-02,86.83548388740387
2023-02-03,86.8354838874039
2023-02-04,86.8354838874039
2023-02-05,86.83548388740388
2023-02-06,86.83548388740387
2023-02-07,86.83548388740383
2023-02-08,86.8354838874038
2023-02-09,86.83548388740377
2023-02-10,86.83548388740375
2023-02-11,86.83548388740377
2023-02-12,86.83548388740378
2023-02-13,86.83548388740381
2023-02-14,86.83548388740384
2023-02-15,86.83548388740387
2023-02-16,86.83548388740388
2023-02-17,86.83548388740388
2023-02-18,86.83548388740387
2023-02-19,86.83548388740384
2023-02-20,86.83548388740381
2023-02-21,86.8354838874038
2023-02-22,86.83548388740378
2023-02-23,86.83548388740378
2023-02-24,86.83548388740378
2023-02-25,86.83548388740381
2023-02-26,86.83548388740383
2023-02-27,86.83548388740385
2023-02-28,86.83548388740387
2023-03-01,86.83548388740387
2023-03-02,86.83548388740387
2023-03-03,86.83548388740384
2023-03-04,86.83548388740383
2023-03-05,86.83548388740381
2023-03-06,86.8354838874038
2023-03-07,86.83548388740378
2023-03-08,86.8354838874038
2023-03-09,86.8354838874038
2023-03-10,86.83548388740383
2023-03-11,86.83548388740384
2023-03-12,86.83548388740385
2023-03-13,86.83548388740385
2023-03-14,86.83548388740385
2023-03-15,86.83548388740385
2023-03-16,86.83548388740384
2023-03-17,86.83548388740381
2023-03-18,86.83548388740381
2023-03-19,86.8354838874038
2023-03-20,86.8354838874038
2023-03-21,86.8354838874038
2023-03-22,86.83548388740381
2023-03-23,86.83548388740383
2023-03-24,86.83548388740384
2023-03-25,86.83548388740385
2023-03-26,86.83548388740385
2023-03-27,86.83548388740385
2023-03-28,86.83548388740384
2023-03-29,86.83548388740383
2023-03-30,86.83548388740381
2023-03-31,86.83548388740381
2023-04-01,86.8354838874038
2023-04-02,86.83548388740381
2023-04-03,86.83548388740381
2023-04-04,86.83548388740383
2023-04-05,86.83548388740384
2023-04-06,86.83548388740384
2023-04-07,86.83548388740384
2023-04-08,86.83548388740384
2023-04-09,86.83548388740384
2023-04-10,86.83548388740383
2023-04-11,86.83548388740383
2023-04-12,86.83548388740381
2023-04-13,86.83548388740381
2023-04-14,86.83548388740381
2023-04-15,86.83548388740381
2023-04-16,86.83548388740383
2023-04-17,86.83548388740383
2023-04-18,86.83548388740384
2023-04-19,86.83548388740384
2023-04-20,86.83548388740384
2023-04-21,86.83548388740384
2023-04-22,86.83548388740383
2023-04-23,86.83548388740383
2023-04-24,86.83548388740381
2023-04-25,86.83548388740381
2023-04-26,86.83548388740381
2023-04-27,86.83548388740381
2023-04-28,86.83548388740381
2023-04-29,86.83548388740383
2023-04-30,86.83548388740383
2023-05-01,86.83548388740384
2023-05-02,86.83548388740384
2023-05-03,86.83548388740384
2023-05-04,86.83548388740384
2023-05-05,86.83548388740383
